client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1753231530872,1753231530,KXMLBGAME-25JUL22STLCOL-STL,55,45,38,yes
1753231532652,1753231532,KXMLBGAME-25JUL22CWSTB-CWS,11,89,17,yes
1753231534111,1753231533,KXMLBGAME-25JUL22ATHTEX-ATH,54,46,87,no
1753231534111,1753231533,KXMLBGAME-25JUL22ATHTEX-ATH,53,47,500,no
1753231534111,1753231533,KXMLBGAME-25JUL22ATHTEX-ATH,53,47,83,no
1753231536310,1753231536,KXMLBGAME-25JUL22CINWSH-WSH,99,1,89,no
1753231540570,1753231540,KXMLBGAME-25JUL22DETPIT-PIT,96,4,106,no
1753231542492,1753231542,KXMLBGAME-25JUL22CINWSH-WSH,99,1,100,no
1753231543572,1753231543,KXMLBGAME-25JUL22STLCOL-STL,55,45,46,yes
1753231543572,1753231543,KXMLBGAME-25JUL22STLCOL-STL,56,44,65,yes
1753231543572,1753231543,KXMLBGAME-25JUL22STLCOL-STL,57,43,225,yes
1753231547670,1753231547,KXMLBGAME-25JUL22CWSTB-CWS,11,89,55,yes
1753231547670,1753231547,KXMLBGAME-25JUL22CWSTB-CWS,11,89,52,yes
1753231547670,1753231547,KXMLBGAME-25JUL22CWSTB-CWS,11,89,21,yes
1753231548642,1753231548,KXMLBGAME-25JUL22KCCHC-KC,15,85,300,yes
1753231548642,1753231548,KXMLBGAME-25JUL22KCCHC-KC,15,85,200,yes
1753231548642,1753231548,KXMLBGAME-25JUL22KCCHC-KC,15,85,300,yes
1753231548642,1753231548,KXMLBGAME-25JUL22KCCHC-KC,16,84,955,yes
1753231549910,1753231549,KXMLBGAME-25JUL22ATHTEX-ATH,54,46,84,no
1753231549910,1753231549,KXMLBGAME-25JUL22ATHTEX-ATH,53,47,217,no
1753231552537,1753231551,KXMLBGAME-25JUL22SDMIA-MIA,93,7,46,yes
1753231552537,1753231551,KXMLBGAME-25JUL22SDMIA-MIA,93,7,221,yes
1753231552713,1753231552,KXMLBGAME-25JUL22ATHTEX-TEX,46,54,5,yes
1753231553670,1753231553,KXMLBGAME-25JUL22MINLAD-LAD,66,34,7,yes
1753231554929,1753231554,KXMLBGAME-25JUL22SFATL-ATL,7,93,15,no
1753231562991,1753231562,KXMLBGAME-25JUL22SFATL-ATL,6,94,300,no
1753231566990,1753231566,KXMLBGAME-25JUL22NYYTOR-NYY,78,22,150,yes
1753231566990,1753231566,KXMLBGAME-25JUL22NYYTOR-NYY,78,22,102,yes
1753231570334,1753231570,KXMLBGAME-25JUL22NYYTOR-TOR,22,78,82,no
1753231570334,1753231570,KXMLBGAME-25JUL22NYYTOR-TOR,22,78,250,no
1753231570334,1753231570,KXMLBGAME-25JUL22NYYTOR-TOR,22,78,300,no
1753231570334,1753231570,KXMLBGAME-25JUL22NYYTOR-TOR,21,79,600,no
1753231570334,1753231570,KXMLBGAME-25JUL22NYYTOR-TOR,21,79,1745,no
1753231571384,1753231571,KXMLBGAME-25JUL22ATHTEX-TEX,46,54,1,yes
1753231581711,1753231581,KXMLBGAME-25JUL22SDMIA-SD,7,93,72,no
1753231581711,1753231581,KXMLBGAME-25JUL22SDMIA-SD,7,93,2184,no
