client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1754325342250,1754325342,KXMLBGAME-25AUG04TBLAA-LAA,54,46,8,yes
1754325353840,1754325353,KXMLBGAME-25AUG04MINDET-MIN,38,62,150,yes
1754325356485,1754325356,KXMLBGAME-25AUG04KCBOS-BOS,60,40,162,yes
1754325377400,1754325377,KXMLBGAME-25AUG04TORCOL-TOR,66,34,7,yes
1754325387381,1754325387,KXMLBGAME-25AUG04HOUMIA-HOU,46,54,150,yes
1754325403932,1754325403,KXMLBGAME-25AUG04KCBOS-BOS,60,40,8,yes
1754325429660,1754325429,KXMLBGAME-25AUG04HOUMIA-HOU,46,54,209,yes
1754325429909,1754325429,KXMLBGAME-25AUG04MILATL-MIL,57,43,350,yes
1754325436170,1754325436,KXMLBGAME-25AUG04CLENYM-CLE,37,63,12,yes
1754325438460,1754325438,KXMLBGAME-25AUG04MINDET-DET,63,37,38,yes
1754325445719,1754325445,KXMLBGAME-25AUG04HOUMIA-MIA,55,45,17,yes
1754325457480,1754325457,KXMLBGAME-25AUG04BALPHI-PHI,65,35,92,yes
1754325465010,1754325464,KXMLBGAME-25AUG04MINDET-DET,63,37,91,yes
1754325484930,1754325484,KXMLBGAME-25AUG04KCBOS-KC,41,59,28,yes
1754325486669,1754325486,KXMLBGAME-25AUG04TBLAA-TB,47,53,26,yes
1754325489569,1754325489,KXMLBGAME-25AUG04STLLAD-LAD,63,37,7,yes
1754325499379,1754325499,KXMLBGAME-25AUG04TORCOL-TOR,66,34,51,yes
1754325501881,1754325501,KXMLBGAME-25AUG04NYYTEX-NYY,57,43,56,yes
1754325514719,1754325514,KXMLBGAME-25AUG04MINDET-DET,63,37,7,yes
1754325516281,1754325516,KXMLBGAME-25AUG04CINCHC-CHC,56,44,7,yes
1754325516281,1754325516,KXMLBGAME-25AUG04CINCHC-CHC,57,43,86,yes
1754325523261,1754325523,KXMLBGAME-25AUG04CINCHC-CHC,56,44,1,no
1754325531168,1754325531,KXMLBGAME-25AUG04MILATL-ATL,44,56,26,yes
1754325536409,1754325536,KXMLBGAME-25AUG04SDARI-SD,54,46,26,yes
1754325549256,1754325549,KXMLBGAME-25AUG04BALPHI-PHI,65,35,16,yes
1754325551790,1754325551,KXMLBGAME-25AUG04CLENYM-CLE,37,63,40,yes
1754325560019,1754325559,KXMLBGAME-25AUG04MINDET-DET,63,37,7,yes
1754325562272,1754325562,KXMLBGAME-25AUG04BALPHI-PHI,65,35,1,yes
1754325563239,1754325563,KXMLBGAME-25AUG04STLLAD-LAD,63,37,38,yes
1754325565691,1754325565,KXMLBGAME-25AUG04CINCHC-CIN,45,55,40,yes
1754325579473,1754325579,KXMLBGAME-25AUG04SFPIT-SF,54,46,19,yes
1754325582991,1754325582,KXMLBGAME-25AUG04STLLAD-STL,38,62,40,yes
1754325593869,1754325593,KXMLBGAME-25AUG04HOUMIA-MIA,55,45,52,yes
1754325597790,1754325597,KXMLBGAME-25AUG04HOUMIA-HOU,46,54,232,yes
1754325617750,1754325617,KXMLBGAME-25AUG04TORCOL-TOR,66,34,147,yes
1754325619270,1754325619,KXMLBGAME-25AUG04TORCOL-TOR,66,34,17,yes
1754325620609,1754325620,KXMLBGAME-25AUG04MILATL-MIL,57,43,27,yes
1754325630380,1754325630,KXMLBGAME-25AUG04BALPHI-PHI,65,35,5,yes
1754325635171,1754325635,KXMLBGAME-25AUG04MINDET-DET,63,37,34,yes
1754325703400,1754325703,KXMLBGAME-25AUG04SFPIT-PIT,46,54,180,no
1754325707684,1754325707,KXMLBGAME-25AUG04BALPHI-BAL,36,64,13,yes
