client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1758541687071,1758541688,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,50,no
1758541699501,1758541700,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,926,yes
1758541699501,1758541700,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,10,yes
1758541702290,1758541703,KXATPMATCH-25SEP22MUSSHE-SHE,2,98,6,no
1758541702290,1758541703,KXATPMATCH-25SEP22MUSSHE-SHE,2,98,100,no
1758541702290,1758541703,KXATPMATCH-25SEP22MUSSHE-SHE,2,98,331,no
1758541708250,1758541709,KXATPMATCH-25SEP22BUBYIB-YIB,30,70,80,yes
1758541708250,1758541709,KXATPMATCH-25SEP22BUBYIB-YIB,31,69,14,yes
1758541711072,1758541712,KXATPMATCH-25SEP22BUBYIB-BUB,71,29,5,no
1758541719836,1758541721,KXATPMATCH-25SEP22MUSSHE-SHE,1,99,10,no
1758541722049,1758541723,KXATPMATCH-25SEP22BUBYIB-YIB,33,67,72,yes
1758541729350,1758541730,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,31,yes
1758541731219,1758541732,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,31,yes
1758541737988,1758541739,KXATPMATCH-25SEP22MUSSHE-MUS,98,2,69,yes
1758541738130,1758541739,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,31,yes
1758541739952,1758541741,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,31,yes
1758541740817,1758541742,KXATPMATCH-25SEP22BUBYIB-BUB,69,31,10,yes
1758541745948,1758541747,KXATPMATCH-25SEP22MUSSHE-SHE,3,97,31,yes
1758541756791,1758541758,KXATPMATCH-25SEP22BUBYIB-YIB,33,67,10,yes
1758541764659,1758541766,KXATPMATCH-25SEP22BUBYIB-BUB,69,31,21,yes
1758541765463,1758541766,KXATPMATCH-25SEP22MUSSHE-MUS,98,2,11,yes
1758541765463,1758541766,KXATPMATCH-25SEP22MUSSHE-MUS,98,2,39,yes
1758541766330,1758541767,KXATPMATCH-25SEP22BUBYIB-BUB,69,31,49,yes
