client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1753368091793,1753368091,KXMLBGAME-25JUL24SDSTL-SD,43,57,11,yes
1753368118828,1753368118,KXMLBGAME-25JUL24SDSTL-STL,58,42,50,yes
1753368134392,1753368134,KXMLBGAME-25JUL24SEALAA-SEA,44,56,10,yes
1753368182112,1753368182,KXMLBGAME-25JUL24TORDET-TOR,47,53,36,yes
1753368190735,1753368190,KXMLBGAME-25JUL24BALCLE-CLE,54,46,48,yes
1753368190735,1753368190,KXMLBGAME-25JUL24BALCLE-CLE,54,46,1,yes
1753368190735,1753368190,KXMLBGAME-25JUL24BALCLE-CLE,54,46,2,yes
1753368190735,1753368190,KXMLBGAME-25JUL24BALCLE-CLE,54,46,287,yes
1753368190735,1753368190,KXMLBGAME-25JUL24BALCLE-CLE,54,46,13,yes
1753368223690,1753368223,KXMLBGAME-25JUL24BALCLE-CLE,53,47,500,no
1753368267413,1753368267,KXMLBGAME-25JUL24BALCLE-BAL,47,53,6,yes
1753368323635,1753368323,KXMLBGAME-25JUL24BALCLE-BAL,47,53,246,yes
1753368397016,1753368396,KXMLBGAME-25JUL24BALCLE-CLE,54,46,16,yes
1753368498854,1753368498,KXMLBGAME-25JUL24BALCLE-CLE,54,46,12,yes
1753368498854,1753368498,KXMLBGAME-25JUL24BALCLE-CLE,54,46,41,yes
1753368498854,1753368498,KXMLBGAME-25JUL24BALCLE-CLE,54,46,6,yes
1753368498854,1753368498,KXMLBGAME-25JUL24BALCLE-CLE,54,46,50,yes
1753368550474,1753368550,KXMLBGAME-25JUL24BALCLE-BAL,47,53,82,yes
1753368584751,1753368584,KXMLBGAME-25JUL24BALCLE-BAL,47,53,75,yes
1753368586151,1753368586,KXMLBGAME-25JUL24BALCLE-CLE,53,47,43,yes
1753368645872,1753368645,KXMLBGAME-25JUL24BALCLE-BAL,47,53,195,yes
1753368723851,1753368723,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,17,yes
1753368725032,1753368724,KXMLBGAME-25JUL24BALCLE-CLE,54,46,601,yes
1753368746953,1753368746,KXMLBGAME-25JUL24BALCLE-BAL,48,52,852,yes
1753368746953,1753368746,KXMLBGAME-25JUL24BALCLE-BAL,48,52,299,yes
1753368767894,1753368767,KXMLBGAME-25JUL24BALCLE-CLE,53,47,850,yes
1753368768969,1753368768,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,56,yes
1753368851515,1753368851,KXMLBGAME-25JUL24BALCLE-CLE,54,46,44,yes
1753368927231,1753368927,KXMLBGAME-25JUL24TORDET-TOR,47,53,30,yes
1753368937513,1753368937,KXMLBGAME-25JUL24BALCLE-CLE,54,46,8,yes
1753369013512,1753369013,KXMLBGAME-25JUL24BALCLE-CLE,54,46,55,yes
1753369118662,1753369118,KXMLBGAME-25JUL24BALCLE-CLE,54,46,52,yes
1753369138190,1753369138,KXMLBGAME-25JUL24BALCLE-BAL,48,52,40,yes
1753369143453,1753369143,KXMLBGAME-25JUL24SEALAA-SEA,43,57,78,yes
1753369151993,1753369151,KXMLBGAME-25JUL24BALCLE-CLE,54,46,538,yes
1753369156592,1753369156,KXMLBGAME-25JUL24ATHHOU-ATH,47,53,41,yes
1753369156714,1753369156,KXMLBGAME-25JUL24SDSTL-SD,43,57,78,yes
1753369190152,1753369190,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,17,yes
1753369193094,1753369193,KXMLBGAME-25JUL24TORDET-TOR,47,53,30,yes
1753369196072,1753369195,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,17,yes
1753369217032,1753369216,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,70,yes
1753369235471,1753369235,KXMLBGAME-25JUL24SEALAA-LAA,58,42,167,yes
1753369237653,1753369237,KXMLBGAME-25JUL24SEALAA-SEA,43,57,67,yes
1753369271772,1753369271,KXMLBGAME-25JUL24SEALAA-SEA,43,57,11,yes
1753369304054,1753369304,KXMLBGAME-25JUL24SDSTL-SD,43,57,11,yes
1753369349213,1753369349,KXMLBGAME-25JUL24BALCLE-CLE,54,46,8,yes
1753369350399,1753369350,KXMLBGAME-25JUL24BALCLE-CLE,54,46,25,yes
1753369356634,1753369356,KXMLBGAME-25JUL24BALCLE-CLE,54,46,181,yes
1753369358592,1753369358,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,17,yes
1753369366114,1753369366,KXMLBGAME-25JUL24TORDET-DET,54,46,8,yes
1753369377812,1753369377,KXMLBGAME-25JUL24SEALAA-SEA,43,57,223,yes
1753369390272,1753369390,KXMLBGAME-25JUL24TORDET-TOR,47,53,205,yes
1753369442452,1753369442,KXMLBGAME-25JUL24BALCLE-BAL,48,52,80,yes
1753369469083,1753369469,KXMLBGAME-25JUL24ATHHOU-HOU,55,45,96,yes
1753369479813,1753369479,KXMLBGAME-25JUL24BALCLE-CLE,54,46,89,yes
1753369486013,1753369485,KXMLBGAME-25JUL24SEALAA-SEA,43,57,2,yes
1753369492372,1753369492,KXMLBGAME-25JUL24TORDET-TOR,47,53,878,yes
1753369507039,1753369506,KXMLBGAME-25JUL24SDSTL-SD,43,57,2,yes
1753369517265,1753369517,KXMLBGAME-25JUL24TORDET-TOR,47,53,6,yes
1753369532702,1753369532,KXMLBGAME-25JUL24TORDET-TOR,47,53,2,yes
1753369539092,1753369539,KXMLBGAME-25JUL24BALCLE-BAL,48,52,40,yes
1753369546591,1753369546,KXMLBGAME-25JUL24ATHHOU-ATH,46,54,19,no
1753369546592,1753369546,KXMLBGAME-25JUL24ATHHOU-ATH,46,54,25,no
1753369546592,1753369546,KXMLBGAME-25JUL24ATHHOU-ATH,46,54,296,no
1753369556992,1753369556,KXMLBGAME-25JUL24TORDET-TOR,47,53,199,yes
1753369557573,1753369557,KXMLBGAME-25JUL24BALCLE-BAL,48,52,6,yes
1753369561813,1753369561,KXMLBGAME-25JUL24BALCLE-CLE,54,46,1,yes
1753369572053,1753369572,KXMLBGAME-25JUL24TORDET-TOR,47,53,15,yes
1753369578113,1753369578,KXMLBGAME-25JUL24TORDET-TOR,47,53,108,yes
1753369583545,1753369583,KXMLBGAME-25JUL24SDSTL-SD,43,57,6,yes
1753369590094,1753369590,KXMLBGAME-25JUL24BALCLE-CLE,54,46,44,yes
