client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1757026402838,1757026402,KXNFLGAME-25SEP04DALPHI-PHI,80,20,100,yes
1757026403043,1757026402,KXNFLGAME-25SEP04DALPHI-PHI,80,20,1,yes
1757026403247,1757026403,KXNFLGAME-25SEP04DALPHI-DAL,20,80,1,no
1757026403407,1757026403,KXNFLGAME-25SEP04DALPHI-DAL,21,79,110,yes
1757026405386,1757026405,KXNFLGAME-25SEP04DALPHI-DAL,20,80,28,no
1757026405958,1757026405,KXNFLGAME-25SEP04DALPHI-DAL,21,79,4,yes
1757026406143,1757026405,KXNFLGAME-25SEP04DALPHI-DAL,20,80,1,no
1757026406516,1757026406,KXNFLGAME-25SEP04DALPHI-PHI,80,20,100,yes
1757026407907,1757026407,KXNFLGAME-25SEP04DALPHI-DAL,20,80,174,no
1757026408207,1757026407,KXNFLGAME-25SEP04DALPHI-DAL,21,79,4,yes
1757026409197,1757026408,KXNFLGAME-25SEP04DALPHI-DAL,21,79,10,yes
1757026409226,1757026409,KXNFLGAME-25SEP04DALPHI-PHI,80,20,25,yes
1757026409335,1757026409,KXNFLGAME-25SEP04DALPHI-PHI,80,20,100,yes
1757026409465,1757026409,KXNFLGAME-25SEP04DALPHI-DAL,21,79,25,yes
1757026409486,1757026409,KXNFLGAME-25SEP04DALPHI-DAL,20,80,9,no
1757026410847,1757026410,KXNFLGAME-25SEP04DALPHI-PHI,80,20,1000,yes
1757026411406,1757026411,KXNFLGAME-25SEP04DALPHI-PHI,80,20,50,yes
1757026412637,1757026412,KXNFLGAME-25SEP04DALPHI-PHI,80,20,130,yes
1757026412906,1757026412,KXNFLGAME-25SEP04DALPHI-PHI,80,20,5,yes
1757026414327,1757026414,KXNFLGAME-25SEP04DALPHI-DAL,21,79,4,yes
1757026414329,1757026414,KXWTAMATCH-25SEP04SABPEG-SAB,76,24,200,yes
1757026414426,1757026414,KXNFLGAME-25SEP04DALPHI-PHI,80,20,20,yes
1757026414617,1757026414,KXNFLGAME-25SEP04DALPHI-DAL,21,79,217,yes
1757026414717,1757026414,KXNFLGAME-25SEP04DALPHI-DAL,21,79,10,yes
1757026414838,1757026414,KXNFLGAME-25SEP04DALPHI-DAL,21,79,100,yes
