client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1755191070667,1755191070,KXMLBGAME-25AUG14SEABAL-SEA,54,46,70,yes
1755191077047,1755191076,KXMLBGAME-25AUG14PHIWSH-WSH,36,64,88,yes
1755191077048,1755191076,KXMLBGAME-25AUG14PHIWSH-WSH,36,64,12,yes
1755191080007,1755191079,KXMLBGAME-25AUG14SEABAL-SEA,54,46,20,yes
1755191082567,1755191082,KXMLBGAME-25AUG14SEABAL-SEA,54,46,8,yes
1755191090847,1755191090,KXMLBGAME-25AUG14SEABAL-SEA,54,46,65,yes
1755191093697,1755191093,KXMLBGAME-25AUG14DETMIN-MIN,36,64,100,yes
1755191096067,1755191096,KXMLBGAME-25AUG14SEABAL-SEA,54,46,60,yes
1755191096657,1755191096,KXMLBGAME-25AUG14SEABAL-BAL,47,53,25,yes
1755191108127,1755191108,KXMLBGAME-25AUG14SEABAL-SEA,55,45,1057,yes
1755191116477,1755191116,KXMLBGAME-25AUG14SEABAL-SEA,55,45,2471,yes
1755191116477,1755191116,KXMLBGAME-25AUG14SEABAL-SEA,55,45,125,yes
1755191116477,1755191116,KXMLBGAME-25AUG14SEABAL-SEA,55,45,1,yes
1755191116477,1755191116,KXMLBGAME-25AUG14SEABAL-SEA,55,45,205,yes
1755191121007,1755191120,KXMLBGAME-25AUG14SEABAL-BAL,47,53,205,yes
1755191125656,1755191125,KXMLBGAME-25AUG14AZCOL-COL,40,60,100,yes
1755191138336,1755191138,KXMLBGAME-25AUG14SEABAL-SEA,55,45,70,yes
1755191151118,1755191151,KXMLBGAME-25AUG14MIACLE-MIA,48,52,50,yes
1755191151373,1755191151,KXMLBGAME-25AUG14SEABAL-SEA,54,46,128,yes
1755191151679,1755191151,KXMLBGAME-25AUG14SEABAL-SEA,54,46,448,yes
1755191154226,1755191154,KXMLBGAME-25AUG14SEABAL-SEA,54,46,3,yes
1755191158127,1755191158,KXMLBGAME-25AUG14CHCTOR-CHC,52,48,37,yes
1755191171259,1755191171,KXMLBGAME-25AUG14SEABAL-BAL,47,53,30,yes
1755191174987,1755191174,KXMLBGAME-25AUG14ATLNYM-ATL,37,63,50,yes
1755191183818,1755191183,KXMLBGAME-25AUG14DETMIN-DET,65,35,30,yes
1755191198447,1755191198,KXMLBGAME-25AUG14DETMIN-DET,65,35,90,yes
1755191202336,1755191202,KXMLBGAME-25AUG14SEABAL-BAL,47,53,205,yes
1755191207442,1755191207,KXMLBGAME-25AUG14CHCTOR-CHC,52,48,37,yes
1755191210226,1755191210,KXMLBGAME-25AUG14SEABAL-BAL,46,54,11,no
1755191218976,1755191218,KXMLBGAME-25AUG14ATLNYM-NYM,64,36,22,yes
1755191225026,1755191224,KXMLBGAME-25AUG14SEABAL-BAL,46,54,40,yes
1755191226136,1755191226,KXMLBGAME-25AUG14AZCOL-AZ,62,38,31,yes
1755191233146,1755191233,KXMLBGAME-25AUG14DETMIN-DET,65,35,31,yes
1755191241827,1755191241,KXMLBGAME-25AUG14SEABAL-SEA,53,47,10,no
1755191241827,1755191241,KXMLBGAME-25AUG14SEABAL-SEA,53,47,1,no
1755191241916,1755191241,KXMLBGAME-25AUG14SEABAL-BAL,47,53,4,yes
1755191241917,1755191241,KXMLBGAME-25AUG14SEABAL-BAL,47,53,125,yes
1755191242326,1755191242,KXMLBGAME-25AUG14CHCTOR-CHC,52,48,46,yes
1755191248326,1755191248,KXMLBGAME-25AUG14SEABAL-SEA,53,47,65,yes
1755191257397,1755191257,KXMLBGAME-25AUG14SEABAL-SEA,53,47,335,yes
1755191257397,1755191257,KXMLBGAME-25AUG14SEABAL-SEA,53,47,250,yes
1755191257397,1755191257,KXMLBGAME-25AUG14SEABAL-SEA,53,47,158,yes
1755191261066,1755191261,KXMLBGAME-25AUG14SEABAL-SEA,53,47,3,yes
1755191264526,1755191264,KXMLBGAME-25AUG14MIACLE-MIA,48,52,200,yes
1755191268426,1755191268,KXMLBGAME-25AUG14ATLNYM-NYM,64,36,114,yes
1755191280297,1755191280,KXMLBGAME-25AUG14SEABAL-BAL,48,52,125,yes
1755191280297,1755191280,KXMLBGAME-25AUG14SEABAL-BAL,49,51,300,yes
1755191280297,1755191280,KXMLBGAME-25AUG14SEABAL-BAL,50,50,20,yes
1755191286388,1755191286,KXMLBGAME-25AUG14MIACLE-CLE,53,47,1,yes
1755191289276,1755191289,KXMLBGAME-25AUG14SEABAL-BAL,48,52,93,yes
1755191289276,1755191289,KXMLBGAME-25AUG14SEABAL-BAL,49,51,7,yes
1755191289526,1755191289,KXMLBGAME-25AUG14PHIWSH-PHI,65,35,90,yes
1755191301377,1755191301,KXMLBGAME-25AUG14MIACLE-CLE,53,47,36,yes
1755191302317,1755191302,KXMLBGAME-25AUG14SEABAL-SEA,53,47,18,yes
1755191308266,1755191308,KXMLBGAME-25AUG14SEABAL-SEA,52,48,2,yes
