client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1753963258103,1753963258,KXMLBGAME-25JUL31ATLCIN-CIN,61,39,4,yes
1753963264592,1753963264,KXMLBGAME-25JUL31TBNYY-NYY,51,49,1232,yes
1753963323472,1753963323,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,1,yes
1753963356650,1753963356,KXMLBGAME-25JUL31TBNYY-NYY,52,48,9,yes
1753963390135,1753963390,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,11,yes
1753963411644,1753963411,KXMLBGAME-25JUL31TBNYY-NYY,52,48,259,yes
1753963411644,1753963411,KXMLBGAME-25JUL31TBNYY-NYY,53,47,1500,yes
1753963411644,1753963411,KXMLBGAME-25JUL31TBNYY-NYY,53,47,609,yes
1753963422176,1753963422,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,35,yes
1753963457917,1753963457,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,11,yes
1753963587123,1753963587,KXMLBGAME-25JUL31TBNYY-TB,73,27,37,yes
1753963632704,1753963632,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,31,yes
1753963632704,1753963632,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,448,yes
1753963712595,1753963712,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,291,yes
1753963864659,1753963864,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,100,yes
1753963886879,1753963886,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,5,yes
1753963901420,1753963901,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,5,yes
1753963930093,1753963930,KXMLBGAME-25JUL31TEXSEA-SEA,60,40,10,yes
1753963930093,1753963930,KXMLBGAME-25JUL31TEXSEA-SEA,60,40,1,yes
1753964034131,1753964033,KXMLBGAME-25JUL31TBNYY-NYY,52,48,6,yes
1753964082234,1753964082,KXMLBGAME-25JUL31TBNYY-TB,50,50,193,yes
1753964091204,1753964091,KXMLBGAME-25JUL31TBNYY-NYY,52,48,27,yes
1753964155804,1753964155,KXMLBGAME-25JUL31TEXSEA-SEA,60,40,5,yes
1753964161517,1753964161,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,16,yes
1753964170340,1753964170,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,37,yes
1753964183783,1753964183,KXMLBGAME-25JUL31TBNYY-NYY,52,48,10,yes
1753964271593,1753964271,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,10,yes
1753964305982,1753964305,KXMLBGAME-25JUL31TBNYY-TB,50,50,19,yes
1753964317781,1753964317,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,23,yes
1753964407390,1753964407,KXMLBGAME-25JUL31TBNYY-NYY,52,48,46,yes
1753964464111,1753964463,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,70,yes
1753964465280,1753964465,KXMLBGAME-25JUL31TEXSEA-TEX,42,58,1,yes
1753964492271,1753964492,KXMLBGAME-25JUL31TBNYY-NYY,52,48,18,yes
1753964507726,1753964507,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,16,yes
1753964511011,1753964510,KXMLBGAME-25JUL31TBNYY-NYY,52,48,11,yes
1753964627338,1753964627,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,46,yes
1753964724004,1753964723,KXMLBGAME-25JUL31TEXSEA-TEX,42,58,5,yes
1753964732707,1753964732,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,5,yes
1753964759946,1753964759,KXMLBGAME-25JUL31TBNYY-TB,49,51,197,yes
1753964845343,1753964845,KXMLBGAME-25JUL31TBNYY-TB,49,51,59,yes
1753964991872,1753964991,KXMLBGAME-25JUL31TBNYY-TB,49,51,15,yes
1753964993471,1753964993,KXMLBGAME-25JUL31TBNYY-TB,49,51,49,yes
1753965016766,1753965016,KXMLBGAME-25JUL31ATLCIN-CIN,60,40,48,yes
1753965066173,1753965066,KXMLBGAME-25JUL31TBNYY-NYY,51,49,19,no
1753965142516,1753965142,KXMLBGAME-25JUL31TBNYY-TB,49,51,49,yes
1753965148893,1753965148,KXMLBGAME-25JUL31TBNYY-NYY,52,48,13,yes
1753965239590,1753965239,KXMLBGAME-25JUL31ATLCIN-ATL,41,59,7,yes
1753965365849,1753965365,KXMLBGAME-25JUL31ATLCIN-ATL,40,60,113,no
1753965432820,1753965432,KXMLBGAME-25JUL31TBNYY-NYY,52,48,46,yes
1753965526721,1753965526,KXMLBGAME-25JUL31TBNYY-TB,49,51,492,yes
1753965602443,1753965602,KXMLBGAME-25JUL31TBNYY-NYY,52,48,46,yes
1753965732079,1753965732,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,12,yes
1753965738998,1753965738,KXMLBGAME-25JUL31ATLCIN-ATL,39,61,39,no
1753965738998,1753965738,KXMLBGAME-25JUL31ATLCIN-ATL,39,61,31,no
1753965742889,1753965742,KXMLBGAME-25JUL31ATLCIN-ATL,40,60,12,yes
1753965754869,1753965754,KXMLBGAME-25JUL31TBNYY-TB,49,51,12,yes
1753965762301,1753965762,KXMLBGAME-25JUL31TEXSEA-TEX,41,59,61,yes
1753966181139,1753966181,KXMLBGAME-25JUL31TBNYY-NYY,52,48,5,yes
1753966205000,1753966204,KXMLBGAME-25JUL31TBNYY-TB,49,51,29,yes
