client_ts,server_ts,market_ticker,yes_price,no_price,count,taker_side
1755011985676,1755011985,KXMLBGAME-25AUG12SEABAL-BAL,40,60,7,yes
1755011988824,1755011988,KXMLBGAME-25AUG12MINNYY-MIN,32,68,89,yes
1755011997235,1755011997,KXMLBGAME-25AUG12SDSF-SD,49,51,1,yes
1755012005346,1755012005,KXMLBGAME-25AUG12SEABAL-BAL,40,60,10,yes
1755012026783,1755012026,KXMLBGAME-25AUG12PHICIN-CIN,43,57,9,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,63,37,142,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,63,37,164,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,63,37,1124,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,64,36,45,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,64,36,694,yes
1755012039175,1755012039,KXMLBGAME-25AUG12COLSTL-STL,64,36,900,yes
1755012052586,1755012052,KXMLBGAME-25AUG12DETCWS-DET,62,38,15,yes
1755012069926,1755012069,KXMLBGAME-25AUG12MINNYY-NYY,69,31,4,yes
1755012075038,1755012075,KXMLBGAME-25AUG12SEABAL-BAL,40,60,21,yes
1755012079746,1755012079,KXMLBGAME-25AUG12WSHKC-KC,64,36,38,yes
1755012107275,1755012107,KXMLBGAME-25AUG12CHCTOR-CHC,49,51,41,yes
1755012115556,1755012115,KXMLBGAME-25AUG12WSHKC-KC,64,36,3,yes
1755012153271,1755012153,KXMLBGAME-25AUG12COLSTL-STL,64,36,3,yes
1755012165896,1755012165,KXMLBGAME-25AUG12CHCTOR-TOR,52,48,93,yes
1755012174557,1755012174,KXMLBGAME-25AUG12MIACLE-MIA,46,54,9,yes
1755012194886,1755012194,KXMLBGAME-25AUG12ATLNYM-ATL,45,55,9,yes
1755012226435,1755012226,KXMLBGAME-25AUG12PHICIN-CIN,43,57,20,yes
1755012228776,1755012228,KXMLBGAME-25AUG12SEABAL-BAL,40,60,209,yes
1755012232878,1755012232,KXMLBGAME-25AUG12AZTEX-AZ,44,56,9,yes
1755012239077,1755012239,KXMLBGAME-25AUG12MIACLE-MIA,46,54,18,yes
1755012257215,1755012257,KXMLBGAME-25AUG12ATLNYM-ATL,45,55,19,yes
1755012263785,1755012263,KXMLBGAME-25AUG12SEABAL-BAL,40,60,69,yes
1755012267596,1755012267,KXMLBGAME-25AUG12SEABAL-BAL,40,60,120,yes
1755012270486,1755012270,KXMLBGAME-25AUG12SEABAL-SEA,61,39,15,yes
1755012277475,1755012277,KXMLBGAME-25AUG12SDSF-SD,49,51,8,yes
1755012279065,1755012279,KXMLBGAME-25AUG12AZTEX-AZ,44,56,19,yes
1755012300925,1755012300,KXMLBGAME-25AUG12PHICIN-PHI,57,43,93,yes
1755012337886,1755012337,KXMLBGAME-25AUG12WSHKC-KC,64,36,76,yes
1755012348769,1755012348,KXMLBGAME-25AUG12PITMIL-MIL,55,45,1114,yes
1755012349071,1755012348,KXMLBGAME-25AUG12SEABAL-BAL,40,60,4798,yes
1755012349652,1755012349,KXMLBGAME-25AUG12ATLNYM-ATL,45,55,1,yes
1755012396956,1755012396,KXMLBGAME-25AUG12WSHKC-KC,64,36,76,yes
1755012400815,1755012400,KXMLBGAME-25AUG12MINNYY-NYY,69,31,14,yes
1755012401805,1755012401,KXMLBGAME-25AUG12AZTEX-AZ,44,56,1,yes
1755012425085,1755012424,KXMLBGAME-25AUG12SEABAL-BAL,39,61,378,no
1755012425176,1755012425,KXMLBGAME-25AUG12SEABAL-SEA,61,39,128,yes
1755012425395,1755012425,KXMLBGAME-25AUG12PITMIL-PIT,46,54,41,yes
1755012427255,1755012427,KXMLBGAME-25AUG12SEABAL-BAL,39,61,84,no
1755012430355,1755012430,KXMLBGAME-25AUG12LADLAA-LAD,63,37,23,yes
1755012442795,1755012442,KXMLBGAME-25AUG12LADLAA-LAD,63,37,116,yes
1755012443985,1755012443,KXMLBGAME-25AUG12CHCTOR-TOR,52,48,9,yes
1755012445205,1755012445,KXMLBGAME-25AUG12LADLAA-LAD,63,37,600,yes
1755012445305,1755012445,KXMLBGAME-25AUG12SDSF-SF,52,48,27,yes
1755012460916,1755012460,KXMLBGAME-25AUG12TBATH-TB,50,50,1,yes
1755012466506,1755012466,KXMLBGAME-25AUG12ATLNYM-NYM,57,43,85,yes
1755012469385,1755012469,KXMLBGAME-25AUG12AZTEX-TEX,57,43,13,yes
1755012499236,1755012499,KXMLBGAME-25AUG12CHCTOR-TOR,52,48,46,yes
1755012529946,1755012529,KXMLBGAME-25AUG12BOSHOU-BOS,49,51,68,yes
1755012548860,1755012548,KXMLBGAME-25AUG12COLSTL-STL,63,37,23,yes
1755012552464,1755012552,KXMLBGAME-25AUG12PHICIN-PHI,57,43,42,yes
1755012555616,1755012555,KXMLBGAME-25AUG12TBATH-ATH,51,49,22,yes
1755012566628,1755012566,KXMLBGAME-25AUG12PHICIN-PHI,57,43,170,yes
1755012578525,1755012578,KXMLBGAME-25AUG12BOSHOU-BOS,49,51,1,yes
